Part Number,technical_classification,Family,Deduced CatS?
ST440-201-847,Accessories for Connectors,63Z,FALSE
ST440-201-814,Accessories for Connectors,63Z,FALSE
ST447-201-503,LED Bulbs-Lamps,51C,FALSE
ST440-201-932,Accessories for Connectors,63Z,FALSE
ST443-002-009,,65P,TRUE
ST431-011-056,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
ST440-201-730,Accessories for Connectors,63Z,FALSE
ST434-101-290,Heavy Duty Connector,55F,FALSE
ST440-201-986,Accessories for Connectors,63Z,FALSE
ST440-201-423,Accessories for Connectors,63Z,FALSE
740-4935,Cylindrical Connectors,63C,FALSE
TME17328,Accessories for Connectors,63Z,FALSE
P0182LG,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
P0182FF,Ceramic Capacitor General Purpose Voltage <100VDC,61M,FALSE
H0183QD,Ceramic Capacitor Safety Certified,61F,FALSE
P0182PB,Ceramic Capacitor Mid and High Voltage >=100VDC,61B,FALSE
P0214BE,Multiplexer/Demultiplexer - Analog,58Z,FALSE
P0214AY,Standard and Specialty Logic ICs,60H,FALSE
TME12057,Standard PCB Mountable Inductors,62L,FALSE
170-1003-Z,Film/Composition/Miscellaneous Resistor,61A,FALSE
TME13082,Power MOSFET,3U6,FALSE
TME13084,Power MOSFET,3U6,FALSE
TME14918,Flat Cable,54D,FALSE
1NTC012772,MCU - Microcontrollers Simple,3N2,FALSE
TME06024,Power Driver / Switch,69T,FALSE
TME14864,Accessories for Connectors,63Z,FALSE
TME06608,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA18942,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA14221,Terminal Blocks for Printed Circuit Boards,63K,FALSE
CN02-1305-3102,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA11378,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA33748,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA33897,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA14326,Terminal Blocks for Printed Circuit Boards,63K,FALSE
25410-01947,Terminal Blocks for Printed Circuit Boards,63K,FALSE
25410-19880,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA36718,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA19852,Terminal Blocks for Printed Circuit Boards,63K,FALSE
TME07562,Terminal Blocks for Printed Circuit Boards,63K,FALSE
TME00120,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA15293,Terminal Blocks for Printed Circuit Boards,63K,FALSE
25410-00018,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA30496,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA37774,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA33942,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA36688,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA10530,Terminal Blocks for Printed Circuit Boards,63K,FALSE
TB06-2221-2202,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA40482,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA13227,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA10519,Terminal Blocks for Printed Circuit Boards,63K,FALSE
27110-00006,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA14482,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA26174,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA14649,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA17599,Terminal Blocks for Printed Circuit Boards,63K,FALSE
25410-00017,Terminal Blocks for Printed Circuit Boards,63K,FALSE
03145906F0,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA43384,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA11279,Terminal Blocks for Printed Circuit Boards,63K,FALSE
TME09122,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA43683,Terminal Blocks for Printed Circuit Boards,63K,FALSE
25410-01898,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA10492,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA14942,Terminal Blocks for Printed Circuit Boards,63K,FALSE
27110-06718,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA19460,Terminal Blocks for Printed Circuit Boards,63K,FALSE
TME06098,Terminal Blocks for Printed Circuit Boards,63K,FALSE
TME07606,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA33241,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA43949,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA19771,Terminal Blocks for Printed Circuit Boards,63K,FALSE
TME05627,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA24285,Terminal Blocks for Printed Circuit Boards,63K,FALSE
TME09069,Standard and Specialty Logic ICs,60H,FALSE
TME10362,Intelligent Power Modules,6PA,FALSE
TME10363,Intelligent Power Modules,6PA,FALSE
P0214BY,Standard and Specialty Logic ICs,60H,FALSE
MRN6478-47-00,Switch-PCB Non Rotary,62A,FALSE
359-0028-Z,Standard and Specialty Logic ICs,60H,FALSE
VZ0252,Small Signal Zener,55R,FALSE
TME11444,Small Fans for Consumer Diameter <=200mm,64Q,FALSE
1PRE005856,Electrical Fuses,62V,FALSE
TME13778,Analog/Digital Converters,3T9,FALSE
VZ2370,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
TME14977,Metal Oxide Varistor - MOV,62F,FALSE
HUA36355,Ceramic Capacitor Mid and High Voltage >=100VDC,61B,FALSE
TME13548,MCU - Microcontrollers Simple,3N2,FALSE
TME01162,Power MOSFET,3U6,FALSE
TME06953,Electrical Fuses,62V,FALSE
TME14558,Switch-PCB Non Rotary,62A,FALSE
HUA44856,MPU - Microprocessor,3N1,FALSE
TME10055,DIN Rail Terminals-Blocks and Accessories,51D,FALSE
450-9224-Z,,59K,TRUE
TME18489,Polymer Aluminium Capacitor,61T,FALSE
FLM50013000,Small Signal Discrete-Bipolar Transistor,3U1,FALSE
ST440-201-827,Accessories for Connectors,63Z,FALSE
ST440-201-706,Accessories for Connectors,63Z,FALSE
ST440-201-735,Accessories for Connectors,63Z,FALSE
ST440-201-026,Accessories for Connectors,63Z,FALSE
ST440-201-900,Accessories for Connectors,63Z,FALSE
ST440-201-929,Accessories for Connectors,63Z,FALSE
ST440-201-739,Accessories for Connectors,63Z,FALSE
ST440-201-749,Accessories for Connectors,63Z,FALSE
ST440-201-418,Accessories for Connectors,63Z,FALSE
ST434-101-066,Heavy Duty Connector,55F,FALSE
ST440-201-804,Accessories for Connectors,63Z,FALSE
ST440-201-427,Accessories for Connectors,63Z,FALSE
ST440-201-809,Accessories for Connectors,63Z,FALSE
ST440-201-953,Accessories for Connectors,63Z,FALSE
ST440-201-830,Accessories for Connectors,63Z,FALSE
ST434-101-291,Heavy Duty Connector,55F,FALSE
ST440-201-778,Accessories for Connectors,63Z,FALSE
ST440-201-915,Accessories for Connectors,63Z,FALSE
ST434-101-513,Heavy Duty Connector,55F,FALSE
ST447-201-511,LED Bulbs-Lamps,51C,FALSE
ST437-144-007,Cable Terminal-Splices-Cable Lugs,55A,FALSE
ST440-201-414,Accessories for Connectors,63Z,FALSE
TME08988,Standard and Specialty Logic ICs,60H,FALSE
ST440-201-956,Accessories for Connectors,63Z,FALSE
ST440-201-745,Accessories for Connectors,63Z,FALSE
ST440-201-759,Accessories for Connectors,63Z,FALSE
ST434-101-567,Heavy Duty Connector,55F,FALSE
ST440-201-945,Accessories for Connectors,63Z,FALSE
ST440-201-025,Accessories for Connectors,63Z,FALSE
ST440-201-020,Accessories for Connectors,63Z,FALSE
ST440-201-792,Accessories for Connectors,63Z,FALSE
ST440-201-839,Accessories for Connectors,63Z,FALSE
ST440-201-928,Accessories for Connectors,63Z,FALSE
ST440-201-021,Accessories for Connectors,63Z,FALSE
30463001TE,,3U6,TRUE
362301200,Terminal Blocks for Printed Circuit Boards,63K,FALSE
362301220,Terminal Blocks for Printed Circuit Boards,63K,FALSE
TME17517,Standard PCB Mountable Inductors,62L,FALSE
TME14882,Power Film Capacitor-Lead Type (Lead Space >= 15mm),61H,FALSE
TME15135,Terminal Blocks for Printed Circuit Boards,63K,FALSE
7746250,Terminal Blocks for Printed Circuit Boards,63K,FALSE
TME05280,Terminal Blocks for Printed Circuit Boards,63K,FALSE
TME01232,Terminal Blocks for Printed Circuit Boards,63K,FALSE
25410-00051,Terminal Blocks for Printed Circuit Boards,63K,FALSE
TME08507,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA15687,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA45764,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA46719,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA26013,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA46509,Terminal Blocks for Printed Circuit Boards,63K,FALSE
27103-35021,Terminal Blocks for Printed Circuit Boards,63K,FALSE
27103-35061,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA21841,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA45255,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA15025,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA14584,Terminal Blocks for Printed Circuit Boards,63K,FALSE
CN02-1315-3103,Terminal Blocks for Printed Circuit Boards,63K,FALSE
51247108F0,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA44410,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA12674,Terminal Blocks for Printed Circuit Boards,63K,FALSE
TME03509,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA21196,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA33946,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA46647,Terminal Blocks for Printed Circuit Boards,63K,FALSE
25410-01944,Terminal Blocks for Printed Circuit Boards,63K,FALSE
25410-13033,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA17739,Terminal Blocks for Printed Circuit Boards,63K,FALSE
27110-00011,Terminal Blocks for Printed Circuit Boards,63K,FALSE
